candidate_id,country,organization,interest_rate,unpaid_principal_bal,loan_term,origination_date,first_payment_date,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,loan_purpose,insurance_percent,co-borrower_credit_score,insurance_type,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13
1.50E+11,X,Chapman-Mcmahon,2.99,300000,120,01-02-2012,Apr-12,49,1,28,813,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.64E+11,X,OTHER,3.75,72000,360,01-02-2012,Apr-12,85,1,30,714,C86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.55E+11,Y,Edwards-Hoffman,3,348000,180,01-02-2012,Apr-12,70,2,24,758,A23,0,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.87E+11,X,"Swanson, Newton and Miller",3.625,200000,180,01-02-2012,Apr-12,49,2,43,723,B12,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.37E+11,Z,"Miller, Mcclure and Allen",3.625,296000,360,01-02-2012,Apr-12,75,2,37,788,A23,0,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.71E+11,X,OTHER,4.25,76000,180,01-01-2012,Mar-12,63,1,44,793,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.46E+11,X,OTHER,4.375,65000,360,01-01-2012,Mar-12,75,2,11,764,C86,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.16E+11,X,OTHER,3.5,82000,360,01-02-2012,Apr-12,63,2,28,784,C86,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.67E+11,X,Browning-Hart,4,178000,360,01-02-2012,Apr-12,80,2,43,800,C86,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.98E+11,Z,"Cole, Brooks and Vincent",3.875,272000,300,01-02-2012,Mar-12,80,1,42,783,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.57E+11,X,"Miller, Mcclure and Allen",4.25,196000,240,01-01-2012,Mar-12,60,2,22,807,A23,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.77E+11,Y,Browning-Hart,3.75,107000,240,01-02-2012,Apr-12,36,1,23,798,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.92E+11,X,Richardson Ltd,3.5,57000,180,01-02-2012,Apr-12,71,1,36,755,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.54E+11,X,"Miller, Mcclure and Allen",4.5,205000,360,01-02-2012,Apr-12,63,2,44,786,A23,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15E+11,X,"Miller, Mcclure and Allen",2.99,339000,96,01-03-2012,May-12,78,2,33,795,A23,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.37E+11,X,OTHER,3,202000,180,01-01-2012,Mar-12,80,2,43,779,B12,0,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.53E+11,X,OTHER,3.875,123000,360,01-02-2012,Apr-12,95,2,25,798,C86,30,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.86E+11,Z,"Cole, Brooks and Vincent",4,350000,240,01-02-2012,Apr-12,80,2,41,707,A23,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.16E+11,Z,"Taylor, Hunt and Rodriguez",4.25,130000,360,01-01-2012,Mar-12,30,1,23,668,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.26E+11,X,OTHER,3.75,92000,360,01-03-2012,Apr-12,92,1,15,800,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.92E+11,Y,Browning-Hart,2.875,162000,180,01-02-2012,Apr-12,56,1,43,788,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.79E+11,Y,OTHER,4.625,117000,360,01-01-2012,Mar-12,75,2,20,791,C86,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.62E+11,Y,"Turner, Baldwin and Rhodes",3.25,152000,180,01-03-2012,May-12,61,2,31,746,A23,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.23E+11,X,OTHER,3.375,107000,180,01-02-2012,Apr-12,80,2,40,761,A23,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.42E+11,Z,Browning-Hart,3.875,160000,360,01-01-2012,Mar-12,68,2,32,797,A23,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76E+11,X,Browning-Hart,3.75,173000,180,01-01-2012,Mar-12,79,1,43,812,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.29E+11,Y,Edwards-Hoffman,3,400000,180,01-02-2012,Apr-12,39,2,16,800,C86,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.02E+11,X,OTHER,3.375,221000,180,01-01-2012,Mar-12,66,1,29,809,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.65E+11,X,OTHER,3.625,350000,240,01-03-2012,May-12,75,1,49,772,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.82E+11,X,"Miller, Mcclure and Allen",4.375,190000,360,01-02-2012,Apr-12,90,1,28,793,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.29E+11,Y,Browning-Hart,3.875,351000,360,01-02-2012,Apr-12,95,2,19,787,C86,30,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.39E+11,X,OTHER,3,296000,180,01-02-2012,Apr-12,80,2,32,753,A23,0,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.52E+11,X,OTHER,4.125,77000,360,01-02-2012,Apr-12,90,1,38,746,C86,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.81E+11,Z,Browning-Hart,3.99,293000,360,01-01-2012,Mar-12,60,2,47,679,A23,0,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.66E+11,Z,OTHER,3.5,113000,180,01-03-2012,May-12,49,1,15,820,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.15E+11,X,OTHER,3.5,588000,180,01-03-2012,May-12,30,2,19,799,A23,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.68E+11,Z,Richards-Walters,4.25,81000,360,01-01-2012,Mar-12,29,2,14,795,B12,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.48E+11,Y,Browning-Hart,4.125,372000,360,01-02-2012,Apr-12,80,2,48,751,C86,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.06E+11,X,OTHER,3.75,248000,360,01-03-2012,May-12,80,2,42,785,B12,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25E+11,Y,Browning-Hart,2.75,271000,120,01-01-2012,Mar-12,80,2,39,776,C86,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.89E+11,X,Browning-Hart,3.25,332000,120,01-02-2012,Apr-12,37,2,26,792,A23,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.69E+11,X,OTHER,3.875,344000,240,01-01-2012,Mar-12,59,2,21,806,A23,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.11E+11,Y,Browning-Hart,4.375,189000,360,01-01-2012,Mar-12,80,2,44,791,C86,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.46E+11,X,OTHER,3.875,164000,360,01-03-2012,May-12,80,2,41,746,C86,0,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.55E+11,X,OTHER,3.25,67000,180,01-01-2012,Mar-12,50,1,32,796,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30E+11,Y,Browning-Hart,3.25,227000,180,01-02-2012,Apr-12,76,2,30,812,A23,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.12E+11,Y,Browning-Hart,4.625,171000,360,01-02-2012,Apr-12,62,2,19,801,A23,0,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.41E+11,Z,Thornton-Davis,3.875,232000,240,01-01-2012,Mar-12,80,1,28,794,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.22E+11,Y,Browning-Hart,4.25,103000,360,01-01-2012,Mar-12,56,2,35,785,B12,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.31E+11,Z,OTHER,3.75,183000,360,01-02-2012,Apr-12,79,2,18,795,A23,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.68E+11,Y,Sanchez-Robinson,3.125,148000,180,01-03-2012,May-12,68,2,19,794,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.33E+11,X,OTHER,4.375,275000,360,01-01-2012,Mar-12,46,2,21,764,B12,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.14E+11,Z,Browning-Hart,4.125,335000,360,01-02-2012,Apr-12,64,2,39,796,B12,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.72E+11,Y,Edwards-Hoffman,4.25,508000,360,01-02-2012,Apr-12,79,1,43,808,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.88E+11,Z,Edwards-Hoffman,3.989,210000,360,01-01-2012,Mar-12,55,1,49,714,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.79E+11,X,"Romero, Woods and Johnson",3.125,115000,120,01-03-2012,May-12,55,2,28,710,A23,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.51E+11,X,"Martinez, Duffy and Bird",3.225,154000,180,01-01-2012,Mar-12,36,2,48,799,B12,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.50E+11,X,"Martinez, Duffy and Bird",4.19,53000,180,01-01-2012,Mar-12,69,2,34,638,A23,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.80E+11,X,Browning-Hart,4.5,284000,360,01-01-2012,Mar-12,80,2,33,707,A23,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30E+11,X,Browning-Hart,3.875,148000,360,01-02-2012,Mar-12,43,2,35,775,B12,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.30E+11,Y,Browning-Hart,4.125,98000,360,01-02-2012,Apr-12,80,2,24,781,C86,0,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.07E+11,X,OTHER,4.125,64000,360,01-03-2012,May-12,80,1,22,701,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.01E+11,Z,Thornton-Davis,3.25,271000,180,01-01-2012,Apr-12,79,1,27,802,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.34E+11,Y,Browning-Hart,2.875,333000,180,01-01-2012,Mar-12,77,1,18,787,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.08E+11,Y,Browning-Hart,4,198000,360,01-01-2012,Mar-12,60,1,43,720,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.77E+11,X,OTHER,3.875,220000,360,01-02-2012,Apr-12,80,2,37,784,C86,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.06E+11,X,Nicholson Group,4,400000,360,01-01-2012,Mar-12,90,2,23,765,C86,25,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.63E+11,Y,OTHER,3.875,327000,360,01-03-2012,May-12,43,2,35,806,A23,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25E+11,Y,Browning-Hart,3.25,182000,120,01-01-2012,Mar-12,56,2,37,772,A23,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.71E+11,X,OTHER,3.375,153000,180,01-01-2012,Mar-12,61,1,21,705,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.11E+11,X,OTHER,3.875,305000,240,01-02-2012,Apr-12,80,2,25,774,B12,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.96E+11,Z,OTHER,3.25,194000,120,01-01-2012,Mar-12,43,2,29,817,A23,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.66E+11,X,OTHER,3.5,306000,180,01-01-2012,Mar-12,47,2,32,801,A23,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.58E+11,X,OTHER,4.375,258000,360,01-02-2012,Apr-12,94,1,41,773,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.71E+11,X,Richardson Ltd,3.375,155000,180,01-02-2012,Apr-12,58,2,37,725,B12,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.35E+11,X,Suarez Inc,3.99,146000,360,01-02-2012,Apr-12,80,2,35,785,C86,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.61E+11,X,OTHER,3.75,267000,240,01-01-2012,Mar-12,75,2,38,761,A23,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.08E+11,X,Browning-Hart,3.875,222000,240,01-02-2012,Apr-12,74,2,29,784,A23,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04E+11,Y,OTHER,4.25,34000,180,01-01-2012,Mar-12,42,1,23,664,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.26E+11,X,OTHER,4.375,259000,360,01-03-2012,May-12,75,2,13,784,C86,0,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.67E+11,X,OTHER,3.125,152000,120,01-02-2012,Apr-12,74,2,27,776,A23,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63E+11,X,OTHER,3.875,370000,360,01-03-2012,May-12,95,2,29,777,C86,30,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.74E+11,Y,"Swanson, Newton and Miller",3.875,221000,360,01-01-2012,Mar-12,86,1,30,811,A23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.21E+11,Y,Browning-Hart,4.25,94000,360,01-02-2012,Apr-12,80,1,33,766,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.39E+11,X,OTHER,3.5,141000,180,01-03-2012,May-12,28,2,30,764,A23,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.40E+11,X,OTHER,4.125,171000,360,01-01-2012,Mar-12,80,2,32,791,C86,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.43E+11,Z,Edwards-Hoffman,3.25,379000,180,01-02-2012,May-12,71,1,41,779,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31E+11,X,OTHER,3.5,100000,156,01-03-2012,May-12,63,2,24,771,A23,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.86E+11,Y,Sanchez-Robinson,3.75,217000,300,01-03-2012,May-12,77,2,31,784,A23,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.04E+11,X,OTHER,3.875,180000,240,01-02-2012,Apr-12,80,2,18,802,A23,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.87E+11,X,Suarez Inc,4.125,412000,360,01-02-2012,Apr-12,62,1,30,786,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.20E+11,Y,Edwards-Hoffman,3.875,300000,360,01-02-2012,Apr-12,75,2,17,804,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.79E+11,X,OTHER,3.75,385000,360,01-02-2012,Apr-12,70,2,35,803,B12,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.02E+11,Y,Browning-Hart,4,259000,360,01-01-2012,Mar-12,84,1,32,772,C86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.86E+11,Y,"Cole, Brooks and Vincent",4.375,177000,360,01-01-2012,Mar-12,51,2,32,745,A23,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.08E+11,X,OTHER,3.875,350000,360,01-01-2012,Mar-12,70,1,37,684,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.52E+11,X,OTHER,3.375,73000,180,01-01-2012,Mar-12,54,1,44,727,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.84E+11,Y,Edwards-Hoffman,3.25,417000,180,01-02-2012,Apr-12,71,2,22,814,B12,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.36E+11,Y,"Martinez, Duffy and Bird",3.375,94000,180,01-01-2012,Mar-12,45,2,11,807,B12,0,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.94E+11,Z,Richards-Walters,4.375,91000,360,01-02-2012,Apr-12,72,2,39,802,A23,0,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.53E+11,Z,Browning-Hart,3.375,110000,180,01-02-2012,Apr-12,47,1,26,808,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.59E+11,X,OTHER,3.25,140000,180,01-02-2012,Apr-12,44,1,45,646,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.81E+11,X,OTHER,4.125,204000,360,01-01-2012,Mar-12,97,2,38,685,C86,35,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.92E+11,X,OTHER,3.75,318000,360,01-02-2012,Apr-12,52,2,16,808,A23,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.41E+11,Z,Nicholson Group,3.25,155000,120,01-01-2012,Mar-12,56,2,22,725,A23,0,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25E+11,Y,Nicholson Group,3.375,240000,120,01-01-2012,Mar-12,75,1,20,778,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.57E+11,Y,Browning-Hart,4.375,111000,360,01-01-2012,Mar-12,80,1,49,722,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.69E+11,X,OTHER,3.625,76000,180,01-01-2012,Mar-12,43,1,41,819,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.75E+11,Z,OTHER,3.375,130000,180,01-02-2012,Apr-12,63,1,37,760,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04E+11,X,"Miller, Mcclure and Allen",4.375,227000,360,01-01-2012,Mar-12,80,2,29,765,A23,0,762,0,0,1,0,1,1,1,1,0,0,0,1,0,0
9.06E+11,Y,Browning-Hart,3.875,277000,360,01-02-2012,Apr-12,74,2,16,804,A23,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.61E+11,X,OTHER,3.875,250000,240,01-03-2012,Apr-12,71,2,34,800,A23,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.04E+11,X,OTHER,3.75,272000,360,01-03-2012,May-12,91,2,34,761,A23,30,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.15E+11,X,OTHER,3.375,169000,180,01-01-2012,Mar-12,78,2,30,708,A23,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.02E+11,Y,OTHER,4,100000,360,01-02-2012,Apr-12,80,1,41,768,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.73E+11,X,OTHER,3.25,90000,180,01-02-2012,Apr-12,72,2,42,695,A23,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.17E+11,X,Browning-Hart,4,292000,360,01-01-2012,Mar-12,75,1,21,816,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.80E+11,X,Browning-Hart,4.375,281000,360,01-02-2012,Apr-12,71,1,34,773,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.64E+11,Z,OTHER,3,267000,180,01-02-2012,Apr-12,67,2,21,780,A23,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.93E+11,X,"Martinez, Duffy and Bird",4.9,40000,360,01-02-2012,Apr-12,80,2,46,728,C86,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43E+11,Z,Thornton-Davis,4.5,163000,240,01-01-2012,Mar-12,79,1,20,781,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.84E+11,Y,"Martinez, Duffy and Bird",5,116000,360,01-02-2012,Apr-12,70,1,19,688,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.22E+11,X,Browning-Hart,4.25,62000,360,01-02-2012,Apr-12,75,2,43,817,C86,0,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34E+11,Y,Browning-Hart,4.5,116000,360,01-02-2012,Apr-12,80,1,32,675,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.65E+11,Y,Edwards-Hoffman,3.875,250000,360,01-02-2012,Apr-12,27,2,24,781,C86,0,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.96E+11,X,OTHER,3.7,250000,240,01-02-2012,Apr-12,55,2,32,807,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.24E+11,X,OTHER,3.125,61000,180,01-01-2012,Mar-12,39,2,26,792,A23,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.79E+11,X,OTHER,3.625,234000,180,01-02-2012,Apr-12,77,2,22,785,A23,0,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.80E+11,X,OTHER,3.375,247000,180,01-03-2012,May-12,71,2,45,795,B12,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.90E+11,X,Browning-Hart,3.25,147000,180,01-02-2012,Apr-12,45,2,39,772,A23,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.93E+11,Y,Sanchez-Robinson,2.875,408000,180,01-01-2012,Mar-12,76,2,37,795,A23,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.04E+11,Y,Suarez Inc,3.875,55000,360,01-01-2012,Mar-12,38,2,16,808,A23,0,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.52E+11,Y,Browning-Hart,3.25,167000,180,01-02-2012,Apr-12,72,2,14,786,A23,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.63E+11,X,OTHER,4.875,167000,360,01-02-2012,Apr-12,75,1,41,733,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.84E+11,Y,Browning-Hart,3.875,383000,360,01-01-2012,Mar-12,85,2,29,780,C86,12,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.18E+11,X,OTHER,4,105000,360,01-02-2012,Apr-12,56,1,42,689,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.39E+11,X,"Miller, Mcclure and Allen",4.875,72000,336,01-01-2012,Feb-12,80,1,23,794,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.51E+11,Z,Edwards-Hoffman,3.99,227000,360,01-01-2012,Mar-12,64,1,31,782,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.03E+11,X,OTHER,4.375,66000,360,01-02-2012,May-12,80,1,45,784,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.87E+11,Y,Browning-Hart,4.5,81000,360,01-02-2012,Apr-12,80,1,38,749,A23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8.10E+11,Y,Edwards-Hoffman,3.375,183000,180,01-02-2012,Mar-12,74,1,35,767,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.40E+11,X,OTHER,5,65000,360,01-01-2012,Mar-12,80,1,31,666,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.13E+11,X,"Martinez, Duffy and Bird",3.58,112000,180,01-01-2012,Mar-12,79,2,26,774,B12,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.71E+11,Y,Browning-Hart,3.875,376000,360,01-02-2012,Apr-12,85,1,27,802,C86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.53E+11,Y,Browning-Hart,4.5,52000,360,01-02-2012,Apr-12,80,1,40,747,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.72E+11,Y,Browning-Hart,3.875,135000,360,01-01-2012,Mar-12,75,1,40,750,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.05E+11,X,"Swanson, Newton and Miller",4.375,149000,360,01-02-2012,Apr-12,93,1,43,756,A23,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.43E+11,X,Browning-Hart,4.25,85000,360,01-02-2012,Apr-12,67,2,23,791,A23,0,786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.09E+11,X,OTHER,3.75,204000,240,01-01-2012,Apr-12,57,2,36,809,A23,0,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.88E+11,Z,Browning-Hart,3.875,412000,360,01-01-2012,Apr-12,46,2,11,745,A23,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.30E+11,Y,OTHER,3.75,236000,360,01-01-2012,Mar-12,70,1,39,781,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.97E+11,X,"Swanson, Newton and Miller",3.875,140000,360,01-02-2012,Apr-12,94,1,29,732,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.71E+11,Z,"Taylor, Hunt and Rodriguez",4.115,212000,360,01-01-2012,Mar-12,80,1,21,803,C86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.23E+11,X,Browning-Hart,4,417000,360,01-02-2012,Apr-12,80,2,23,788,A23,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.82E+11,Z,OTHER,3.875,132000,360,01-02-2012,Apr-12,74,2,14,765,A23,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.08E+11,Y,Browning-Hart,4.25,292000,360,01-02-2012,Apr-12,77,1,31,815,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.67E+11,X,"Swanson, Newton and Miller",4.625,224000,300,01-01-2012,Mar-12,66,2,48,798,A23,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.50E+11,X,OTHER,3,199000,180,01-03-2012,Apr-12,77,2,30,800,A23,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.61E+11,Z,OTHER,3.625,149000,360,01-01-2012,Mar-12,95,1,32,765,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.75E+11,Y,"Swanson, Newton and Miller",3,310000,180,01-02-2012,Apr-12,73,2,29,808,A23,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.21E+11,Y,OTHER,3.875,130000,360,01-01-2012,Mar-12,55,2,17,787,A23,0,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.33E+11,Y,Browning-Hart,4,299000,360,01-02-2012,Apr-12,95,1,35,748,C86,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.50E+11,X,OTHER,3.125,99000,180,01-01-2012,Mar-12,71,1,23,807,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.39E+11,X,OTHER,5,71000,360,01-01-2012,Mar-12,75,1,36,620,B12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10E+11,X,"Miller, Mcclure and Allen",4.25,390000,360,01-02-2012,Apr-12,95,2,32,762,C86,30,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.86E+11,X,"Swanson, Newton and Miller",3.375,108000,120,01-02-2012,Apr-12,44,2,22,703,A23,0,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.48E+11,X,OTHER,4.25,214000,360,01-02-2012,Apr-12,79,1,31,719,A23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.14E+11,X,OTHER,3,62000,120,01-03-2012,May-12,42,2,13,746,A23,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
